loan_id,loan_status,loan_amnt,funded_amnt,interest_rate,monthly_payment,term,grade,sub_grade,dti,delinq_2yrs,inquiries_6mo,public_records,revolving_utilization,open_accounts,total_accounts,purpose,home_ownership,state,earliest_cr_Line,employment_length,annual_income,verification_status,VAR24,recoveries,total_rec_prncp,default_flag,_LEVEL_,pred_prob,Fair Rate ,Grade implied rate
41887,Fully Paid,16525,16525,23.4,643.13,36 months,E,E1,39.14,0,0,0,68.3,19,47,credit_card,MORTGAGE,MA,JUL2007,6 years,97500,Source Verified,16525,0,16525,0,1,0.4262250394,0.28349762024958225,0.26321838497840144
41894,Fully Paid,10000,10000,10.72,216.04,60 months,B,B2,8.74,0,0,0,33.4,8,20,other,MORTGAGE,MI,OCT2006,6 years,175000,Verified,10000,0,10000,0,1,0.0855024562,0.10529717475228781,0.12551628685844768
42015,Fully Paid,23500,23500,13.56,541.46,60 months,C,C1,10.97,0,0,0,50.8,5,27,debt_consolidation,RENT,MI,MAY2000,10+ years,62600,Not Verified,23500,0,23500,0,1,0.1920881994,0.15665900875962824,0.1715567968159956
42058,Fully Paid,20000,20000,11.31,657.72,36 months,B,B3,11.35,1,1,0,13.3,5,22,home_improvement,OWN,NY,MAR2002,10+ years,58000,Source Verified,20000,0,20000,0,1,0.1379488992,0.1269481465018795,0.12551628685844768
42153,Fully Paid,10000,10000,11.8,331.19,36 months,B,B4,16.41,0,0,1,22.4,10,14,home_improvement,MORTGAGE,FL,APR2007,2 years,52000,Source Verified,10000,0,10000,0,1,0.1328983528,0.12486317693728193,0.12551628685844768
42193,Fully Paid,2500,2500,12.98,84.22,36 months,B,B5,14.47,1,1,0,79.9,10,37,debt_consolidation,MORTGAGE,IN,OCT1977,4 years,170000,Source Verified,2500,0,2500,0,1,0.0997343357,0.11117238770043937,0.12551628685844768
42202,Fully Paid,20000,20000,6.46,612.62,36 months,A,A1,12.54,0,0,0,50.3,12,33,credit_card,MORTGAGE,IL,DEC1987,n/a,140000,Source Verified,20000,0,20000,0,1,0.0793582531,0.10022903870640217,0.09318522201240317
42337,Fully Paid,10000,10000,6.46,306.31,36 months,A,A1,4.94,0,0,0,37.3,7,38,credit_card,OWN,OK,NOV2007,2 years,130000,Source Verified,10000,0,10000,0,1,0.0403261185,0.08536097065392007,0.09318522201240317
42539,Fully Paid,11000,11000,7.02,339.75,36 months,A,A2,11.77,0,0,0,37.1,8,11,credit_card,MORTGAGE,OH,MAR2011,1 year,47000,Verified,11000,0,11000,0,1,0.0495519363,0.08887525672348595,0.09318522201240317
42561,Fully Paid,20000,20000,23.4,568.42,60 months,E,E1,16.23,0,0,0,80.4,7,19,credit_card,RENT,MA,JAN2008,< 1 year,61000,Not Verified,20000,0,20000,0,1,0.3895360702,0.2651199866299413,0.26321838497840144
42712,Fully Paid,8400,8400,15.02,291.28,36 months,C,C3,25.83,1,1,1,7.4,9,29,debt_consolidation,MORTGAGE,ID,NOV2006,< 1 year,46000,Source Verified,8400,0,8400,0,1,0.2187099345,0.1686691852433139,0.1715567968159956
42735,Fully Paid,22000,22000,20.89,593.82,60 months,D,D4,46.28,0,1,0,23.3,12,22,debt_consolidation,MORTGAGE,FL,FEB2007,n/a,30948,Verified,22000,0,22000,0,1,0.5411936689,0.3211469496053699,0.21124155917823043
42753,Fully Paid,11775,11775,15.02,408.3,36 months,C,C3,21.15,0,2,1,51.7,17,25,debt_consolidation,MORTGAGE,IN,JUN2003,4 years,144000,Source Verified,11775,0,11775,0,1,0.2284609212,0.1730682625655532,0.1715567968159956
42759,Fully Paid,17000,17000,13.56,391.7,60 months,C,C1,11.22,0,0,0,34.1,11,18,debt_consolidation,MORTGAGE,SC,JAN2004,10+ years,95000,Source Verified,17000,0,17000,0,1,0.1880588065,0.15484118134645147,0.1715567968159956
42805,Fully Paid,16725,16725,8.19,340.65,60 months,A,A4,16.55,0,0,0,17,18,33,debt_consolidation,RENT,CA,MAY2005,8 years,77000,Not Verified,16725,0,16725,0,1,0.0792654195,0.10019367665673459,0.09318522201240317
42933,Fully Paid,6000,6000,11.8,198.72,36 months,B,B4,14.59,1,1,0,49.3,7,36,debt_consolidation,MORTGAGE,TX,DEC2005,1 year,52000,Source Verified,6000,0,6000,0,1,0.0987677725,0.11077337050612947,0.12551628685844768
42968,Fully Paid,6600,6600,11.31,217.05,36 months,B,B3,26.81,0,1,0,34.5,9,26,debt_consolidation,OWN,NY,DEC2002,10+ years,39258,Not Verified,6600,0,6600,0,1,0.1242179529,0.12127972909487898,0.12551628685844768
43064,Fully Paid,1650,1650,8.81,52.33,36 months,A,A5,33.78,0,0,0,6.9,7,12,debt_consolidation,RENT,CA,AUG2011,4 years,39000,Not Verified,1650,0,1650,0,1,0.0866686878,0.10301371962961324,0.09318522201240317
43070,Fully Paid,16000,16000,27.27,491.16,60 months,E,E5,8.14,0,0,0,64.1,8,13,debt_consolidation,RENT,OH,SEP2005,7 years,79000,Source Verified,16000,0,16000,0,1,0.4411907817,0.29099401316637646,0.26321838497840144
43161,Fully Paid,10000,10000,7.02,308.87,36 months,A,A2,10.04,0,0,0,2.3,11,38,credit_card,OWN,IN,NOV2001,10+ years,65000,Not Verified,10000,0,10000,0,1,0.0416635563,0.08587042565632114,0.09318522201240317
43192,Fully Paid,38000,38000,19.92,1005.08,60 months,D,D3,23.45,0,1,0,16.2,22,31,major_purchase,MORTGAGE,CT,FEB2004,4 years,92000,Verified,38000,0,38000,0,1,0.3991323051,0.2552217915234833,0.21124155917823043
43201,Fully Paid,10000,10000,13.56,230.41,60 months,C,C1,30.77,0,1,0,14.5,20,35,credit_card,RENT,OH,SEP2005,1 year,50003,Not Verified,10000,0,10000,0,1,0.2756847632,0.19437290985947384,0.1715567968159956
43240,Fully Paid,16000,16000,16.14,390.29,60 months,C,C4,12.04,0,0,0,56,5,14,debt_consolidation,RENT,NY,NOV1982,5 years,64000,Not Verified,16000,0,16000,0,1,0.2200394298,0.16926897609568517,0.1715567968159956
43408,Fully Paid,1000,1000,16.91,35.61,36 months,C,C5,15.43,1,0,1,14.5,12,24,moving,RENT,MI,APR1998,n/a,20000,Not Verified,1000,0,1000,0,1,0.3091432766,0.20946744255264013,0.1715567968159956
43440,Fully Paid,16000,16000,7.56,498.15,36 months,A,A3,25.47,0,0,0,80.5,16,43,debt_consolidation,MORTGAGE,MI,NOV2003,7 years,90000,Source Verified,16000,0,16000,0,1,0.0623265248,0.09374133574034954,0.09318522201240317
43466,Fully Paid,16575,16575,14.47,570.29,36 months,C,C2,19.73,0,0,0,51.6,14,23,other,RENT,CA,JUL2005,7 years,70000,Source Verified,16575,0,16575,0,1,0.2719456807,0.19268605359171462,0.1715567968159956
43473,Fully Paid,15000,15000,7.56,467.01,36 months,A,A3,73.5,0,0,0,27.9,20,41,debt_consolidation,OWN,WA,OCT2005,n/a,24000,Source Verified,15000,0,15000,0,1,0.2582041348,0.16835477067756022,0.09318522201240317
43476,Fully Paid,11200,11200,8.46,353.35,36 months,A,A5,21.53,0,0,0,25,20,26,credit_card,RENT,NC,DEC2010,1 year,40040,Verified,11200,0,11200,0,1,0.0949475623,0.10616729733489096,0.09318522201240317
43495,Fully Paid,35000,35000,11.8,1159.17,36 months,B,B4,14.54,0,3,0,7.5,9,67,home_improvement,MORTGAGE,MA,APR1992,5 years,110000,Source Verified,35000,0,35000,0,1,0.1094967739,0.11520252323652015,0.12551628685844768
43580,Fully Paid,20000,20000,23.4,778.38,36 months,E,E1,35.77,0,1,1,23.8,14,24,debt_consolidation,MORTGAGE,GA,DEC2002,10+ years,67000,Not Verified,20000,0,20000,0,1,0.4180381228,0.27939676495083604,0.26321838497840144
43604,Fully Paid,4800,4800,7.56,149.45,36 months,A,A3,10.98,0,0,0,3,12,16,other,MORTGAGE,MI,APR1983,10+ years,54000,Not Verified,4800,0,4800,0,1,0.041161891,0.08567933198705589,0.09318522201240317
43633,Fully Paid,40000,40000,10.33,1296.9,36 months,B,B1,22.48,0,1,0,39.6,7,27,debt_consolidation,MORTGAGE,NY,JAN2007,10+ years,75000,Verified,40000,0,40000,0,1,0.1434291751,0.129210517253903,0.12551628685844768
43649,Fully Paid,1000,1000,23.4,38.92,36 months,E,E1,15.25,0,0,0,39.8,5,7,other,RENT,TN,JUL2013,1 year,45000,Not Verified,1000,0,1000,0,1,0.3417564342,0.24118699903082916,0.26321838497840144
43666,Fully Paid,15200,15200,13.56,350.22,60 months,C,C1,18.4,0,3,0,9.1,16,37,debt_consolidation,MORTGAGE,OK,DEC2004,4 years,67000,Source Verified,15200,0,15200,0,1,0.199028134,0.15978990308406452,0.1715567968159956
43755,Fully Paid,7000,7000,10.33,226.96,36 months,B,B1,16.4,0,2,0,16.2,5,30,debt_consolidation,RENT,MS,JAN2008,2 years,56000,Source Verified,7000,0,7000,0,1,0.1269449718,0.12240549865687773,0.12551628685844768
43770,Fully Paid,4500,4500,16.91,160.24,36 months,C,C5,19.23,0,0,0,82.3,11,21,medical,MORTGAGE,WA,JUL2004,10+ years,69000,Source Verified,4500,0,4500,0,1,0.2104230637,0.1649306317481474,0.1715567968159956
43807,Fully Paid,10000,10000,11.8,331.19,36 months,B,B4,25.1,0,1,0,20.6,15,21,car,RENT,MA,OCT2012,10+ years,35000,Not Verified,10000,0,10000,0,1,0.1529900127,0.13315742791055202,0.12551628685844768
43845,Fully Paid,40000,40000,11.8,885.75,60 months,B,B4,9.08,0,0,1,45.3,5,13,debt_consolidation,RENT,CA,JUL1997,< 1 year,110000,Not Verified,40000,0,40000,0,1,0.1707940554,0.14050730339259804,0.12551628685844768
43862,Fully Paid,19150,19150,10.33,410,60 months,B,B1,8.02,0,0,0,9,22,39,debt_consolidation,MORTGAGE,GA,JUN2001,10+ years,160000,Not Verified,19150,0,19150,0,1,0.1006096317,0.11153372791503754,0.12551628685844768
44015,Fully Paid,3000,3000,8.19,94.28,36 months,A,A4,9.54,1,0,0,26.6,7,19,debt_consolidation,RENT,NY,APR1999,3 years,37500,Source Verified,3000,0,3000,0,1,0.0658661059,0.0950896281976132,0.09318522201240317
44039,Fully Paid,3000,3000,8.19,94.28,36 months,A,A4,7.82,0,0,0,33.1,8,19,car,MORTGAGE,AZ,SEP1996,5 years,52000,Source Verified,3000,0,3000,0,1,0.0387153491,0.08474739854720634,0.09318522201240317
44046,Fully Paid,22000,22000,22.35,612.01,60 months,D,D5,26.13,0,0,0,57.7,16,22,debt_consolidation,MORTGAGE,CA,NOV2002,10+ years,58000,Verified,22000,0,22000,0,1,0.3600466368,0.23708365183167154,0.21124155917823043
44203,Fully Paid,7000,7000,11.8,231.84,36 months,B,B4,2.43,0,0,0,16.8,11,12,home_improvement,MORTGAGE,TX,JUN2007,10+ years,95000,Source Verified,7000,0,7000,0,1,0.1056083873,0.11359731717081821,0.12551628685844768
44212,Fully Paid,12000,12000,11.31,394.63,36 months,B,B3,28.73,0,0,0,9.2,6,7,debt_consolidation,RENT,KS,JAN2011,2 years,31000,Not Verified,12000,0,12000,0,1,0.177199049,0.14315141665476752,0.12551628685844768
44239,Fully Paid,2000,2000,15.02,69.36,36 months,C,C3,20.09,0,0,0,54,7,11,medical,RENT,TX,APR2008,3 years,51000,Not Verified,2000,0,2000,0,1,0.23353479,0.17535729667674702,0.1715567968159956
44310,Fully Paid,6000,6000,8.19,188.55,36 months,A,A4,10.52,1,0,0,23.5,11,30,debt_consolidation,MORTGAGE,IL,JUL1989,5 years,156000,Not Verified,6000,0,6000,0,1,0.0409732904,0.08560749050095026,0.09318522201240317
44338,Fully Paid,15000,15000,15.02,520.13,36 months,C,C3,17.1,0,3,0,44,14,20,home_improvement,MORTGAGE,IL,JUL2013,5 years,75000,Not Verified,15000,0,15000,0,1,0.1987892662,0.15968213984385898,0.1715567968159956
44389,Fully Paid,20000,20000,10.72,432.07,60 months,B,B2,14.93,0,0,0,0,4,17,medical,MORTGAGE,WA,NOV2007,5 years,30940,Verified,20000,0,20000,0,1,0.1171429582,0.11835902558066333,0.12551628685844768
44467,Fully Paid,1800,1800,7.84,56.28,36 months,A,A4,28.25,0,1,0,10.2,17,48,other,MORTGAGE,TX,AUG2004,5 years,70000,Verified,1800,0,1800,0,1,0.0497491262,0.08895037003415952,0.09318522201240317
44500,Fully Paid,5000,5000,8.81,158.56,36 months,A,A5,16.49,0,0,0,17.9,14,19,debt_consolidation,MORTGAGE,MI,JUN2005,10+ years,42000,Source Verified,5000,0,5000,0,1,0.0603780208,0.09299911422545105,0.09318522201240317
44530,Fully Paid,10000,10000,13.56,230.41,60 months,C,C1,10.89,0,1,1,8.2,7,21,debt_consolidation,RENT,FL,NOV2007,10+ years,40000,Source Verified,10000,0,10000,0,1,0.2130361469,0.16610950270755961,0.1715567968159956
44592,Fully Paid,6000,6000,16.91,213.65,36 months,C,C5,11.03,0,0,0,57.4,17,32,debt_consolidation,MORTGAGE,GA,JUL2005,5 years,36000,Not Verified,6000,0,6000,0,1,0.1621611459,0.14315766510860142,0.1715567968159956
44612,Fully Paid,15500,15500,12.98,522.11,36 months,B,B5,34.68,0,0,0,6.8,11,18,moving,MORTGAGE,FL,APR2009,3 years,51000,Verified,15500,0,15500,0,1,0.1708726875,0.14053976434282323,0.12551628685844768
44619,Fully Paid,7200,7200,14.47,247.73,36 months,C,C2,23.08,0,2,1,39.1,11,31,other,OWN,MO,MAY2000,10+ years,77000,Source Verified,7200,0,7200,0,1,0.2058599389,0.16287201558510542,0.1715567968159956
44643,Fully Paid,20000,20000,10.33,428.2,60 months,B,B1,4.33,0,0,0,28.1,9,21,debt_consolidation,MORTGAGE,CA,AUG1992,10+ years,95000,Source Verified,20000,0,20000,0,1,0.1014494888,0.11188043822188894,0.12551628685844768
44660,Fully Paid,25000,25000,24.37,985.69,36 months,E,E2,19.14,0,1,0,54.3,21,22,other,RENT,CA,MAY2001,< 1 year,120000,Not Verified,25000,0,25000,0,1,0.4853752713,0.3131261792981967,0.26321838497840144
44675,Fully Paid,12000,12000,16.91,297.66,60 months,C,C5,17.66,0,0,0,19.2,8,23,debt_consolidation,MORTGAGE,NC,AUG2009,10+ years,35000,Source Verified,12000,0,12000,0,1,0.2038608769,0.1619701552318398,0.1715567968159956
44838,Fully Paid,5000,5000,10.33,162.12,36 months,B,B1,16.23,0,0,0,5.4,5,20,home_improvement,MORTGAGE,OH,JUL2006,2 years,60000,Source Verified,5000,0,5000,0,1,0.1041141643,0.11298047114447111,0.12551628685844768
44858,Fully Paid,8000,8000,7.56,249.08,36 months,A,A3,24.04,1,1,0,21,16,35,debt_consolidation,MORTGAGE,MO,NOV1996,10+ years,140000,Not Verified,8000,0,8000,0,1,0.0537776853,0.0904849233314892,0.09318522201240317
44859,Fully Paid,15000,15000,7.56,467.01,36 months,A,A3,5.44,0,0,1,23.1,19,38,debt_consolidation,MORTGAGE,NJ,AUG2002,7 years,85000,Source Verified,15000,0,15000,0,1,0.0500017695,0.08904660657914734,0.09318522201240317
44951,Fully Paid,4000,4000,6.46,122.53,36 months,A,A1,6.5,0,0,0,12.7,6,23,home_improvement,MORTGAGE,NC,AUG1985,6 years,60000,Not Verified,4000,0,4000,0,1,0.033445283,0.08273993207838864,0.09318522201240317
44969,Fully Paid,20000,20000,12.98,673.69,36 months,B,B5,7.4,0,0,0,31.6,9,22,other,RENT,WI,MAY1998,3 years,72383,Source Verified,20000,0,20000,0,1,0.1529828528,0.13315447215638143,0.12551628685844768
44983,Fully Paid,12800,12800,14.47,300.97,60 months,C,C2,11.37,0,0,0,72.5,13,21,debt_consolidation,MORTGAGE,NY,OCT2005,3 years,96400,Not Verified,12800,0,12800,0,1,0.1643107009,0.14412741913907365,0.1715567968159956
44995,Fully Paid,8000,8000,7.02,247.09,36 months,A,A2,17.41,0,0,0,38.5,20,44,credit_card,MORTGAGE,OR,JUL1994,4 years,131000,Source Verified,8000,0,8000,0,1,0.0524217899,0.0899684374849978,0.09318522201240317
45020,Fully Paid,12000,12000,18.94,310.9,60 months,D,D2,2.23,0,0,0,24.5,10,13,debt_consolidation,MORTGAGE,TX,JUN2012,1 year,90000,Source Verified,12000,0,12000,0,1,0.2367996658,0.17988952227419716,0.21124155917823043
45081,Fully Paid,5000,5000,8.81,158.56,36 months,A,A5,1.09,0,1,0,5.3,6,21,debt_consolidation,MORTGAGE,FL,NOV2006,10+ years,55000,Not Verified,5000,0,5000,0,1,0.0330300536,0.08258176345553829,0.09318522201240317
45113,Fully Paid,32000,32000,15.02,761.62,60 months,C,C3,11.43,0,0,0,71.1,12,22,major_purchase,RENT,FL,APR2005,2 years,120000,Source Verified,32000,0,32000,0,1,0.2970256079,0.2040006561425449,0.1715567968159956
45116,Fully Paid,24000,24000,27.27,736.73,60 months,E,E5,2.33,8,0,0,14.6,16,41,debt_consolidation,MORTGAGE,MT,SEP2000,10+ years,50000,Source Verified,24000,0,24000,0,1,0.4204475459,0.2806036534498048,0.26321838497840144
45189,Fully Paid,10000,10000,11.8,331.19,36 months,B,B4,29.09,1,0,1,26,24,30,debt_consolidation,RENT,CT,OCT1993,10+ years,48274,Source Verified,10000,0,10000,0,1,0.2347835684,0.16692349215554483,0.12551628685844768
45241,Fully Paid,4800,4800,16.91,170.92,36 months,C,C5,6.14,0,2,0,33.7,9,64,debt_consolidation,RENT,NC,MAR2008,10+ years,76000,Not Verified,4800,0,4800,0,1,0.1338662731,0.13039266633466962,0.1715567968159956
45357,Fully Paid,7000,7000,14.47,240.85,36 months,C,C2,7.87,1,0,0,67.5,8,24,debt_consolidation,MORTGAGE,FL,JAN1999,3 years,98000,Not Verified,7000,0,7000,0,1,0.1361161506,0.13140768003457207,0.1715567968159956
45377,Fully Paid,24000,24000,26.31,722.99,60 months,E,E4,9.31,0,0,0,21.9,10,33,debt_consolidation,OWN,CO,APR1976,n/a,21648,Not Verified,24000,0,24000,0,1,0.4659459438,0.3033939608669682,0.26321838497840144
45479,Fully Paid,20000,20000,19.92,528.99,60 months,D,D3,35.23,0,1,0,55.5,31,71,debt_consolidation,MORTGAGE,CO,SEP2001,10+ years,85000,Not Verified,20000,0,20000,0,1,0.3142973713,0.2158531956432895,0.21124155917823043
45560,Fully Paid,20000,20000,7.56,622.68,36 months,A,A3,21.16,0,0,0,94,10,14,credit_card,MORTGAGE,CA,JUN2004,10+ years,85000,Source Verified,20000,0,20000,0,1,0.0670076226,0.09552445319892493,0.09318522201240317
45579,Fully Paid,20000,20000,11.31,657.72,36 months,B,B3,9.76,1,0,0,14.6,16,31,debt_consolidation,MORTGAGE,AZ,JUL1999,10+ years,45000,Verified,20000,0,20000,0,1,0.1168663039,0.11824481698821974,0.12551628685844768
45585,Fully Paid,2500,2500,7.56,77.84,36 months,A,A3,16.51,0,2,0,3.2,15,44,major_purchase,MORTGAGE,NY,MAR2005,4 years,50000,Not Verified,2500,0,2500,0,1,0.0408646546,0.08556610909857788,0.09318522201240317
45587,Fully Paid,4500,4500,6.46,137.84,36 months,A,A1,8.16,0,1,0,21.1,22,26,debt_consolidation,RENT,TX,AUG2008,3 years,54996,Source Verified,4500,0,4500,0,1,0.0738022326,0.0981126468733256,0.09318522201240317
45645,Fully Paid,15500,15500,10.72,505.4,36 months,B,B2,13.09,0,0,0,69.9,8,18,credit_card,MORTGAGE,SC,MAY2009,10+ years,80500,Not Verified,15500,0,15500,0,1,0.0927046869,0.10827040390759472,0.12551628685844768
45655,Fully Paid,5000,5000,7.56,155.67,36 months,A,A3,13.37,0,0,0,18.2,13,29,home_improvement,MORTGAGE,CA,JAN1993,6 years,63000,Not Verified,5000,0,5000,0,1,0.0433256139,0.08650353439498451,0.09318522201240317
45761,Fully Paid,17500,17500,10.72,570.61,36 months,B,B2,31.52,0,0,0,20.1,35,47,debt_consolidation,MORTGAGE,VA,MAR2003,6 years,87000,Source Verified,17500,0,17500,0,1,0.1977376266,0.15163016445839636,0.12551628685844768
45789,Fully Paid,30000,30000,20.89,1128.56,36 months,D,D4,5.98,1,0,0,73.9,9,18,major_purchase,MORTGAGE,TX,AUG2006,8 years,100000,Verified,30000,0,30000,0,1,0.2902750824,0.20470538493065396,0.21124155917823043
45897,Fully Paid,4000,4000,13.56,135.86,36 months,C,C1,31.57,0,0,0,0,7,18,home_improvement,MORTGAGE,CT,JUN1994,9 years,100000,Not Verified,4000,0,4000,0,1,0.1982287456,0.15942926559267084,0.1715567968159956
45924,Fully Paid,25000,25000,26.31,753.11,60 months,E,E4,9.15,0,0,0,99.7,4,8,debt_consolidation,RENT,TX,DEC2005,4 years,70000,Source Verified,25000,0,25000,0,1,0.4521090113,0.29646299274631843,0.26321838497840144
46036,Fully Paid,20000,20000,12.98,673.69,36 months,B,B5,16.2,0,3,0,52.5,14,47,debt_consolidation,MORTGAGE,HI,FEB2000,10+ years,125000,Source Verified,20000,0,20000,0,1,0.1185465907,0.1189384739829946,0.12551628685844768
46062,Fully Paid,17775,17775,10.33,576.31,36 months,B,B1,1.4,0,1,0,0,7,12,debt_consolidation,MORTGAGE,FL,MAR2007,2 years,85000,Source Verified,17775,0,17775,0,1,0.1005751351,0.11151948700813645,0.12551628685844768
46126,Fully Paid,4000,4000,8.19,125.7,36 months,A,A4,12.87,1,0,0,14.3,8,26,credit_card,MORTGAGE,AK,JAN2005,2 years,55000,Not Verified,4000,0,4000,0,1,0.0397828104,0.0851540144654603,0.09318522201240317
46156,Fully Paid,15000,15000,16.14,528.4,36 months,C,C4,27.82,0,0,0,51.8,27,47,debt_consolidation,MORTGAGE,TX,FEB1995,10+ years,95000,Not Verified,15000,0,15000,0,1,0.2306998405,0.17407833256379798,0.1715567968159956
46209,Fully Paid,16000,16000,14.47,550.51,36 months,C,C2,7.08,0,0,0,51.2,6,16,debt_consolidation,MORTGAGE,TX,FEB2011,4 years,125000,Not Verified,16000,0,16000,0,1,0.1465525731,0.13611598607144296,0.1715567968159956
46216,Fully Paid,25000,25000,10.33,810.56,36 months,B,B1,9.54,0,1,0,59,5,22,debt_consolidation,RENT,LA,APR2009,10+ years,96000,Source Verified,25000,0,25000,0,1,0.1429196428,0.12900017182718257,0.12551628685844768
46292,Fully Paid,2500,2500,16.14,88.07,36 months,C,C4,30.2,0,0,0,27.5,9,25,debt_consolidation,MORTGAGE,FL,OCT1997,10+ years,25000,Verified,2500,0,2500,0,1,0.2021869509,0.16121497730654258,0.1715567968159956
46294,Fully Paid,15000,15000,11.06,491.51,36 months,B,B3,35.21,0,2,0,16,21,23,debt_consolidation,MORTGAGE,CO,FEB2005,10+ years,53000,Verified,15000,0,15000,0,1,0.1827610888,0.14544754122855233,0.12551628685844768
46332,Fully Paid,22000,22000,15.02,523.61,60 months,C,C3,19.06,0,1,0,40.3,24,41,credit_card,RENT,NY,JUN2007,5 years,50000,Source Verified,22000,0,22000,0,1,0.307660397,0.2087984536368854,0.1715567968159956
46341,Fully Paid,1000,1000,24.37,39.43,36 months,E,E2,27.93,0,0,0,44.8,16,50,moving,RENT,TX,MAR2003,10+ years,99000,Verified,1000,0,1000,0,1,0.3793109329,0.25999817941901743,0.26321838497840144
46375,Fully Paid,12000,12000,7.02,370.64,36 months,A,A2,13.73,1,0,0,27.8,16,44,home_improvement,MORTGAGE,CO,JUL1982,< 1 year,95000,Not Verified,12000,0,12000,0,1,0.0466270479,0.08776111218020712,0.09318522201240317
46378,Fully Paid,7200,7200,12.98,242.53,36 months,B,B5,26.4,0,1,0,26.8,11,27,credit_card,OWN,GA,JAN2000,< 1 year,50000,Not Verified,7200,0,7200,0,1,0.1397936455,0.12770969576512436,0.12551628685844768
46384,Fully Paid,30000,30000,8.81,951.35,36 months,A,A5,10.21,0,1,0,81.4,5,8,debt_consolidation,OWN,CA,NOV2000,< 1 year,180000,Not Verified,30000,0,30000,0,1,0.0677664638,0.09581350996505493,0.09318522201240317
46392,Fully Paid,15000,15000,8.81,475.68,36 months,A,A5,14.53,0,0,0,15.4,13,32,debt_consolidation,RENT,NY,DEC1999,9 years,63000,Source Verified,15000,0,15000,0,1,0.0827363984,0.1015158372565274,0.09318522201240317
46409,Fully Paid,1900,1900,12.73,63.78,36 months,B,B5,31.64,0,0,0,50.8,8,12,debt_consolidation,RENT,FL,JUN2009,1 year,30000,Source Verified,1900,0,1900,0,1,0.2030861212,0.15383813317588296,0.12551628685844768
46440,Fully Paid,24550,24550,19.92,911.37,36 months,D,D3,29.66,0,1,0,50.3,14,31,debt_consolidation,MORTGAGE,NY,SEP2006,< 1 year,62000,Source Verified,24550,0,24550,0,1,0.3617203428,0.23786035374189632,0.21124155917823043
46441,Fully Paid,7000,7000,10.72,228.25,36 months,B,B2,18.67,0,0,0,26.3,15,25,debt_consolidation,MORTGAGE,FL,MAY2012,7 years,65000,Not Verified,7000,0,7000,0,1,0.104622063,0.11319014218746928,0.12551628685844768
46447,Fully Paid,2300,2300,7.02,71.04,36 months,A,A2,20.24,0,0,1,5.7,12,31,credit_card,MORTGAGE,AZ,SEP1983,6 years,58000,Not Verified,2300,0,2300,0,1,0.0419173145,0.08596708688751281,0.09318522201240317
46499,Fully Paid,5000,5000,19.92,185.62,36 months,D,D3,12.9,1,0,0,5.3,4,8,car,RENT,TN,APR2010,3 years,36000,Not Verified,5000,0,5000,0,1,0.2630795321,0.19208498692310366,0.21124155917823043
46556,Fully Paid,16000,16000,8.81,507.39,36 months,A,A5,18.26,0,0,0,71.3,10,12,credit_card,RENT,NY,APR2008,4 years,75000,Not Verified,16000,0,16000,0,1,0.0785437653,0.09991878511247455,0.09318522201240317
46561,Fully Paid,8000,8000,7.56,249.08,36 months,A,A3,11,0,0,0,27.6,8,11,debt_consolidation,MORTGAGE,OH,AUG2007,6 years,72000,Not Verified,8000,0,8000,0,1,0.0436066411,0.08661058289686682,0.09318522201240317
46570,Fully Paid,30000,30000,11.8,664.31,60 months,B,B4,7.77,0,0,0,22,11,17,other,RENT,CA,JAN2006,10+ years,58500,Source Verified,30000,0,30000,0,1,0.1720490736,0.14102540075133452,0.12551628685844768
46669,Fully Paid,35000,35000,20.89,944.71,60 months,D,D4,27.64,0,0,0,82.1,14,26,other,RENT,VA,SEP2006,7 years,81000,Source Verified,35000,0,35000,0,1,0.45694563,0.2820507088400716,0.21124155917823043
46680,Fully Paid,6500,6500,11.31,213.76,36 months,B,B3,59.83,0,2,1,29.5,25,35,medical,MORTGAGE,NJ,MAY2006,2 years,40000,Not Verified,6500,0,6500,0,1,0.231532653,0.1655814473292501,0.12551628685844768
46781,Fully Paid,35000,35000,22.35,973.64,60 months,D,D5,14.4,0,3,1,25.9,20,32,debt_consolidation,RENT,NJ,NOV2001,10+ years,75000,Source Verified,35000,0,35000,0,1,0.4524666868,0.2799722053638169,0.21124155917823043
46811,Fully Paid,12000,12000,8.19,244.41,60 months,A,A4,19.78,0,1,0,14.5,10,14,debt_consolidation,MORTGAGE,OH,OCT2008,10+ years,58000,Source Verified,12000,0,12000,0,1,0.065565981,0.09497530502561213,0.09318522201240317
46873,Fully Paid,40000,40000,15.02,952.02,60 months,C,C3,12.34,0,0,0,36.5,6,17,debt_consolidation,OWN,SC,JUL2005,1 year,70000,Source Verified,40000,0,40000,0,1,0.2753845417,0.19423746740293776,0.1715567968159956
46948,Fully Paid,6000,6000,8.81,190.27,36 months,A,A5,24.09,0,0,0,45.5,10,25,home_improvement,OWN,SC,SEP2006,10+ years,43000,Not Verified,6000,0,6000,0,1,0.0625333593,0.0938201228590433,0.09318522201240317
46973,Fully Paid,15000,15000,7.56,467.01,36 months,A,A3,20.28,0,0,0,40.7,11,31,debt_consolidation,MORTGAGE,IL,DEC2004,10+ years,70000,Not Verified,15000,0,15000,0,1,0.048872257,0.0886163542015044,0.09318522201240317
